text,language,label
"Idinto a maysa nga eksperimental a bakuna ti agparparang a mabalin a makakissay iti mortalidad ti Ebola, agingga ita, awan pay dagiti droga a nalawag a mangipaneknek iti kinaepektiboda a makaagas kadagiti agdama nga impeksion.",ilo_Latn,ham
"Iti maysa a mainom nga antibody, Zmapp, idi un-unana ket nangipakita iti kinamayatna, ngem dagiti pormal a panagadal ket mangibaga nga iti daytoy ket addaan ti basbassit a benepisio a sapsapulenda iti panangprebentar ti patay.",ilo_Latn,ham
"Iti pannubok ti PALM, nagserbi a kontrol ti Zmapp, kayatna sawen nga inusar dagiti sientista daytoy a kas pagibasaran ket inkomparada ti tallo pay a sabali a panangagas iti daytoy.",ilo_Latn,ham
Suportaan ti USA Gymnastics ti surat ti Komite para iti Olympics ti Estados Unidos ken awatenna iti talaga a kasapulan a pamilya ti Olympics tapno ipakitada iti natalged nga aglawlaw para kadagiti amin nga atleta.,ilo_Latn,ham
"Umannugottayo iti waragawag ti USOC a dagiti interes dagiti atletatayo ken dagiti club, ken dagiti isportda, ket mabalin a mas maserbian babaen ti iyaaddang nga addaan iti panagbalbaliw iti uneg ti organisasiontayo, a saan ket a panangikkat iti sertipikasion.",ilo_Latn,ham
"Suportaran ti USA Gymnastics ti independiente nga imbestigasion a mabalin a manglawag no kasano a ti panagabuso a ti kinakarona ket situtured nga inladawan dagiti nakalasat ken ni Larry Nassar ket nakabaybayag a saan a naduktalan, ket sisasagana iti ania man a masapul ken mainugot a panagbalbaliw.",ilo_Latn,ham
"Addaan iti agpada a panggep ti USA Gymnastics ken ti USOC — ti mamagbalin iti isport a gymnastics, ken dadduma pay, a natalged para kadagiti atleta tapno magun-odda ti arapaapda iti natalged, positibo ken napabileg nga aglawlaw.",ilo_Latn,ham
"Iti unos ti 1960s, nagobra ni Brzenzinski a kas mammagbaga ni John F. Kennedy ken kalpasanna iti administrasion ni Lyndon B. Johnson.",ilo_Latn,ham
"Kabayatan ti panagpipili idi 1976 kinaduana ni Carter iti polisiya ti ruar, santo nagserbi a kas Advisor ti Nasional a Seguridad (NSA) nangrugi ti 1977 agingga ti 1981, simmaruno ken ni Henry Kissinger.",ilo_Latn,ham
"Kas NSA, tinulunganna ni Carter a diplomatiko a mangasikaso kadagiti aramid ti lubong, kas ti Camp David Accords, 198; panagnormalisa iti relasion ti US-Tsina idi maudi a dekada ti 1970s; iti Robolusion idiay Iran, a nangidaulo ti krisis ti pannakautibo idiay Iran, 1979; ken iti panagdarup ti Soviet idiay Afghanistan, 1979.",ilo_Latn,ham
"Ti pelikula, a pagbidaan da Ryan Gosling ken Emma Stone, ket nakaawat iti nominasion iti amin a dadakkel a kategoria.",ilo_Latn,ham
"Nakaawat da Gosling ken Stone iti nominasion para iti Kalalaingan nga Aktor ken Aktres, kas panagsaganadda.",ilo_Latn,ham
"Dagiti dadduma pay a nominasion ket pakairamanan ti Kapintasan a Pelikula, Kalaingan a Direktor, Kasayaatan a Cinematography, Disenio ti Kawes, Panagedit iti Pelikula, Orihinal nga Score, Disenio ti Produksion, Panagedit iti Uni, Panaglalaok iti Uni ken Orihinal nga Screenplay.",ilo_Latn,ham
"Dua a kanta a naggapu iti pelikula, ti Audition (The Fools Who Dream) ken ti City of Stars, ti nakaawat iti nominasion para iti kapintasan nga orihinal a kanta. Nakaawat ti studio ti Lionsgate  iti 26 a nominasion - ad-adu ngem iti ania man a sabali nga studio.",ilo_Latn,ham
"Idi rabii ti Domingo, ti Presidente ti Estados Unidos a ni Donald Trump, iti saona a naiyebkasna babaen ti press secretary, ket imbagana a dagiti buyot ti Estados Unidos ket pumanawen iti Syria.",ilo_Latn,ham
Iti pakaammo ket naaramid idi malpas ni Trump a nakipatang iti telepono ken ni Presidente ti Turkia Recep Tayyip Erdoğan.,ilo_Latn,ham
"Ti Turkey ket mangsublat a mangbantay kadagidiay natiliw a mannakilaban nga ISIS , kuna iti naibaga, dagiti nasion ti Europa ket inlaksidda a pagawiden.",ilo_Latn,ham
"Saan laeng a paneknekan daytoy a sumagmamano kadagiti dinosaur ket addaan dutdot, nakawarasen ti maysa a teoria, ngem mangted pay daytoy kadagiti detalye a kaaduanna a di maited dagiti fossil, kas koma iti maris wenno tallo a dimension nga urnos.",ilo_Latn,ham
. Ibaga dagiti sientista a ti dutdot daytoy nga ayup ket maradaga a kas kastanias ti ngato nga adda ti nakusnaw wenno kakulay ti carotenoid ti tianna.,ilo_Latn,ham
Ti naduktalanda ket mangted met iti pagpampanunotan iti panagbaliw dagiti dutdot kadagiti billit.,ilo_Latn,ham
"Gapu ta dagiti dutdot ti dinosaur ket saan a naaramid a nalaing ti ungkayna, a maawagan iti rachis, ngem addaan iti sabsabali pay a langana a kas dutdot — rungo ken babassit a saw-it — impasimudaag dagiti agsuksukisok ga dagiti ungkay ket mabalin a maud-udi a pannakapasayaat ti ebolusion a kas iparangarang dagitoy.",ilo_Latn,ham
"Isingsingasing ti istruktura ti dutdot a saan a mausar dagitoy iti panagtayab ngem ketdi para iti pannakatimbeng ti temperatura wneno kas maiparang. Insingasing dagiti agsuksukisok nga uray no ipus daytoy ti maysa a naubing a dinosaur, ipakita ti sampol ti dutdot ti nataengan a saan ket nga iti piek.",ilo_Latn,ham
"Insingasing dagiti manangsarsarak nga, uray pay a daytoy ket ipos ti ubing a dinosaur, ti pagwadan ket mangipakita iti nataengan a baba saan nga iti baba ti piyek.",ilo_Latn,ham
"Bimtak ti lugan a bomba ti ulo a pagtaengan ti pulisia idiay Gaziantep, Turkey idi kalman ti bigat a nangpapatay iti dua nga opisial ti polis ken nangsugat iti nasurok duapulo a tattao.",ilo_Latn,ham
Imbaga ti opisina ti gobernador a sangapulo ket siyam kadagiti nadangran ket opisial ti polis.,ilo_Latn,ham
Imbaga dagiti polis a pagsuspetsaanda ti maysa a napabasol a militante a Daesh (ISIL) a responsable iti atake.,ilo_Latn,ham
"Naammuanda nga ket agtigtignay ti Init a kapada dagiti kangrunaan a prinsipio a kas iti dadduma a bituen: Naammuan a ti aktibidad ti amin a bituen iti sistema ket paggarawen ti kinaraniagda, panagrikusda, ken awanen sabali pay.",ilo_Latn,ham
"Musar nga agpada ti panagrikus ken kinaraniag tapno maammuan ti Rossby a numero ti maysa a bituen, a mainaig iti agus ti plasma.",ilo_Latn,ham
"No basbassit ti numero ti Rossby, saan unay nga aktibo ti bituen no maipanggep kadagiti magnetic reversal.",ilo_Latn,ham
"Kabayatan ti panagbiahena, namin-adu a naipasango ni Iwasaki iti problema.",ilo_Latn,ham
"Tinakawan isuna dagiti pirata, kinagat ti aguuyong nga aso idiay Tibet, nanglibas iti kasarna idiay Nepal ken natiliw idiay India.",ilo_Latn,ham
Agandar ti 802.11n standard iti agpada a 2.4Ghz ken 5.0Ghz a frequency.,ilo_Latn,ham
"Palubosan daytoy a paatras a maibagay iti 802.11a, 802.11b ken 802.11g, basta la ketdi addaan dua a radio ti base station.",ilo_Latn,ham
Adayo a napaspaspas dagiti pegges ti 802.11n ngem kadagiti immun-una iti daytoy nga addaan iti kangatuan a mapattapatta a kapaspas a 600Mbit/s.,ilo_Latn,ham
"Ni Duvall, a sikakasar ken addaan iti dua nga annak a nataengan, ket saan a nakaibati ti dakkel nga impresion ken ni Miller, nga isu ti nakainaigan ti istoria.",ilo_Latn,ham
"Idi saludsodenda no ania ti makunana, imbaga ni Miller, “Adu la unay ti sawsawen ni Mike bayat ti bista…  agsagsaganaak idi isu a saanko unay a nangngegan ti  imbagbagana.”",ilo_Latn,ham
"“Ikarigatanmi a kissayan ti emision ti carbon dioxide kada bilang ti GDP ti dakkel a baet babaen ti level idi 2020 gapu idi 2005”, kuna ni Hu.",ilo_Latn,ham
"Saanna nga inkeddeng no kasano ti kaadu ti makissay, ibagbagana laeng nga agpannuray iti mapataud ti ekonomia ti China.",ilo_Latn,ham
Inawis ni Hu dagiti dumadakkel a pagilian a “lisian ti daan nga aramid nga agrugit umuna sakbay agdalus.”,ilo_Latn,ham
"Innayonna a “saan nga idawat kaniada a mangala ti obligasion a lumampas ti lebel ti panagdakkelda, responsibilidad, ken kabaelan”",ilo_Latn,ham
Inpresentar ti Grupo ti Panagadal ti Iraq ti reportna iti 12.00 GMT ita nga aldaw.,ilo_Latn,ham
"Impakdaarna nga Awan iti makasigurado nga aniaman iti aramiden idiay Iraq iti daytoy a kanito ket mangpasardeng iti gubat, panagraira iti kinabayolente, wenno iti papan iti riribok.",ilo_Latn,ham
Nangrugi ti Report nga adda ti pangaasi iti nawaya a debate ken ti panagaramid ti concensus ti Estados Unidos panggep kadagiti paglintegan para iti Tengnga a Daya.,ilo_Latn,ham
Kritikal la unay ti report iti dandani amin nga aspekto ti agdama a polisia ti Ehekutibo maipanggep iti Iraq ket ipaganetgetna ti madagdagus a pannakabalbaliw ti direksion.,ilo_Latn,ham
Iti umuna kadagiti 78 a rekomendasionna ket ti maysa a baro a diplomatiko nga inisiatibo ket masapul a maaramid sakbay iti udi daytoy a tawen tapno masalakniban ti border ti Iraq kontra kadagiti naranggas nga ibaballaet ken tapno maipatakder manen ti diplomatiko a relasionna kadagiti karrubana.,ilo_Latn,ham
"Ti agdama a senador ken First Lady ti Argentina a ni Cristina Fernandez de Kircher inyanunsiona idi kalman iti rabii ti panagkandidatona kas presidente idiay La Plata, maysa nga ili a 50 a kilometro (31 milia) manipud Buenos Aires.",ilo_Latn,ham
"Impakaammo ni Mrs. Kircher ti intensionna a tumaray para ti pagkapresidente idiay Argentene Theathre, iti pareho nga lokasion nga inusarna idi rugianna iti kampanyana idi 2005 para iti Senado kas miembro iti delegasion ti probinsia iti Buenos Aires.",ilo_Latn,ham
Napasgedan ti debate gapu iti kontrobersia maipanggep iti pannakagastos ti ayuda ken rekonstruksion idi kalkalpas ti bagyo a Katrina; a nagaangawan nga inawagan ti sumagmamano a konserbatibo a piskal iti “Bush's New Orleans Deal.”,ilo_Latn,ham
Ti naruay a kritisismo bayat ti panangtarimaan ket nakaiturong iti ayan ti pannakaiyawat ti kontrata ti panangtarimaan kadagiti taga-uneg iti Washington.,ilo_Latn,ham
Nasurok nga uppat a milion a tattao ti napan idiay Roma tapno tumabuno ti lamay.,ilo_Latn,ham
Ti bilang dagiti tattao a timmabuno ket nagdakkel isu a saan a maikkan amin ti waya a mapan ti tabon idiay St. Peter's Square.,ilo_Latn,ham
Sumagmamano a dadakkel ti iskrinna a telebision ti naipuesto iti nadumaduma a paset ti Roma tapno makabuya dagiti tattao iti seremonia.,ilo_Latn,ham
"Iti sabsabali pay a siudad iti Italia ken iti nga lubong, aglalo iti Poland, naaramid dagiti isu met la a setup, a binuya ti adu a tao.",ilo_Latn,ham
"Dinillaw dagiti historiador dagiti naudi nga annuroten ti FBI a mangipangpangruna kadagiti rekursosda kadagiti kaso a nalaka a masolbar, nangruna kadagiti kaso ti natakaw a luglugan, a ti intensionna ket mapangato ti kaadu ti panagballigi ti ahensia.",ilo_Latn,ham
Inrugi nga ikkan ti pondo ti Kongreso ti inisiatibo para ti kinaalas idiay piskal idi 2005 ken espesipiko nga imbagada a masapul a mangted ti FBI ti 10 nga ahentena para ti pornograpiya kadagiti nataengan.,ilo_Latn,ham
"Nakaaramid ti kangatuan a puntos ni Robin Uthappa, 70 a taray ti 41 laeng a bola bayat ti panangtirana ti 11 nga uppat ken 2 nga innem.",ilo_Latn,ham
"Dagiti makentengnga nga urnos a batsmen, Sachin Tendulkar ken Rahul Dravid, ket nasayaat ti naubrada ken nakaaramid ti gasot a panagtaray a panagkapareha.",ilo_Latn,ham
"Ngem, kalpasan a maabakda iti captain's wicket, nakaaramid laeng ti India iti 36 a run a nakaabakanna iti 7 a wicket tapno mapalpasna dagiti inning.",ilo_Latn,ham
"Simmangpet iti Singapore ni U.S. President George W. Bush iti agsapa ti Nobiembre 16, a panangrugina iti makalawas a panagbisitana iti Asia.",ilo_Latn,ham
Kinablaawan isuna ti Deputy Prime Minister ti Singapore a ni Wong Kan Seng ket nagpatanganda dagiti bambanag maipapan ti panagnegosio ken terorismo a kaduada ti Prime Minister ti Singapore a ni Lee Hsien Loong.,ilo_Latn,ham
"Kalpasan ti makadominggo a pannakaabak ti kagudua a termino nga eleksion, imbaga ni Bush kadagiti agbuybuya ti panangpalawa ti negosio idiay Asia.",ilo_Latn,ham
"Immanamong ni Prime Minister Stephen Harper a maipatulod ti “Clean Air Act” ti gobierno tapno mapagadalan ti maysa nga amin-a-partido a komite sakbay ti maikadua a pannakabasa daytoy, kalpasan ti 25 a minuto a panagpatangda iti lider ti NDP a ni Jack Layton idi Martes iti PMO.",ilo_Latn,ham
"Indawat ni Layton ti pannakabalbaliw iti gakat dagiti konserbatibo para iti aglawlaw kabayatan ti pannakitaripnong iti PM, a dumawdawat iti “maminpinsan ken kompleto a pannakabaliw ti pannakaisurat” ti gakat para iti aglawlaw ti partido a Konserbatibo.",ilo_Latn,ham
"Sipud nangrugi ti pederal a gobierno ket immaddang tapno mangkontrol ti panagpondo ti ospital iti Mersey idiay Devonport, Tasmania, ti gobierno ti estado ken dadduma a pederal nga MP ket binabalawda dayta nga aramid a kas pannakipabuya para iti pangrugian ti eleksion ti pederal a maaramid inton Nobiembre.",ilo_Latn,ham
"Ngem imbaga ti Prime Minister a ni Joh Howard a ti linteg ket para laeng masalakniban dagiti pasilidad ti ospital kontra iti pannakaibaba ti gradoda ti Gobierno ti Tasmania, ket nangted ti nayun a AUD$45 milion.",ilo_Latn,ham
"Kuna iti kabaruan a padamag, ti basa iti pantar ti baybay ket mangibaga a naaramid ti tsunami. Adda ti dadduma a napasamak a tsunami a nairekord it asideg iti Pago Pago ken Niue.",ilo_Latn,ham
"Awan iti dakkel a dadael wenno dagiti nadangran a naipadamag idiay Tonga, ngem temporario a nagpukaw ti elektrisidad, a naipadamag a nanglapped kadagiti autoridad ti Tonga a makaawat iti pakdaar ti tsunami nga inruar ti PTWC.",ilo_Latn,ham
Sangapulo-ket-uppat a pagadalan iti Hawaii nga adda wenno asideg iti baybay ti nakaserra pay laeng iti Mierkoles uray pay no naikkaten dagiti pakdaar.,ilo_Latn,ham
Inakseptar ni George W. Bush a Presidente ti U.S. dayta a pakaammo.,ilo_Latn,ham
"Ti parasarita ni Bush a ni Gordon Johndroe, inawaganna ti kari ti North Korea a “maysa a dakkel nga addang nga agturong iti panggep a pannakaragpat iti  mapaneknekan a pannakaikkat ti nuklear iti peninsula a Korea.”",ilo_Latn,ham
"Ti maika-sangapulo a nainaganan a bagyo ti panawen ti Panagbabagyo ti Atlantiko, Subrtropikal a Bagyo Jerry, nagparang ti Baybay Atlantiko ita nga aldaw.",ilo_Latn,ham
Ibagbaga ti National Hurricane Center (NHC) nga itatta nga oras awan ti peggad a maited ni Jerry ditoy daga.,ilo_Latn,ham
Inistima ti U.S. Corps of Engineers nga 6 a pulgada ti tudo ti mabalin a manggiwang iti dati a nadadaelen a tambak.,ilo_Latn,ham
"Ti Ninth a Ward, a nalayus iti agingga iti kangato a 20 kadapan kabayatan ti Hurricane Katrina, ket madama a pagatsiket ti danumna ta naglupias ti levee nga adda iti asideg.",ilo_Latn,ham
Agleplepias ti danum idiay tambak nga addaan seksion a 100 kadapan ti lawana.,ilo_Latn,ham
Iti Administrador ti Commons a ni Adam Cuerden ket nangiebkas iti pannakaupayna kadagiti panangikkat idi nagsao isuna iti Wikinews idi naudi a bulan.,ilo_Latn,ham
"""Rugrugi pay lang, agul-ulboden [ni Wales] kadatayo. Umuna, babaen ti panangipakitana a legal a rason daytoy. Maikadua, babaen ti panagpammarangna a dengdenggennatayo, agingga a naikkat ti inaramidna nga art.",ilo_Latn,ham
"Gapu ta adu ti masuron a tattao, adda panangikagumaan a mangpanday iti linteg maipapan iti sexual a linaon ti site a mangho-host iti minilion a lisensiado a media.",ilo_Latn,ham
"Kaaduanna a pattapatta ti naaramid nga obra, ngem ti naisurat ti programa tapno matulad dagiti naiwayat nga obserbasion iti galaxy ti Sagittarius.",ilo_Latn,ham
Ti epekto a sapsapulen ti grupo ket ti makaigapu kadagiti puersa ti gravity iti nabaetan ti dark matter ti galaxy ken ti dark matter ti Milky Way.,ilo_Latn,ham
"Kas iti panangguyod ti bulan iti Daga, a mangigapu iti panagatab ken panagugot ti danum ti baybay, kasta met ti Milky Way iti panangguyodna iti galaxy ti Sagittarius.",ilo_Latn,ham
Nabalinan dagiti sientista nga inkeddeng a ti dark matter ket apektaranna ti dadduma pay a dark matter iti isu met la a wagas a kas iti regular a matter.,ilo_Latn,ham
"Ibaga daytoy a teoria nga adu kadagiti dark matter nga aglawlaw iti galaxy ket mabirukan aglawlaw iti galaxy a kasla halo, ket naaramid ti adu a babassit a partikulo.",ilo_Latn,ham
Impakita dagiti report iti telebision ti puraw nga asuk nga aggapu iti planta.,ilo_Latn,ham
"Dagiti lokal nga autoridad ket nagpakdaar kadagiti residente iti aglawlaw ti planta nga agtalinaedda ti uneg ti balayda, iddependa dagiti airconda, ken saanda nga uminom iti danum ti gripo.",ilo_Latn,ham
"Manipud ti nuklear nga ahensia ti Japan, dagiti radioactive casesium ken iodine ket nailasin idiay planta",ilo_Latn,ham
Pattapattaen dagiti agturay a daytoy ket mangipakita a dagiti pagianan ti uranium fuel idiay lugar ket mabalin bemmtak ken naglepias.,ilo_Latn,ham
Nadiskobre ni Dr. Tony Moll ti Extremely Drug Resisant Tuberculosis (XDR-TB) iti rehion a KwaZulu-Natal iti Abagatan nga Africa.,ilo_Latn,ham
"Ti maysa nga interbiu, kinunana a ti klasena ket “nakabutbuteng ken makapadanag gapu ti nakangatngato a bilang ti patayenna.”",ilo_Latn,ham
"Pampanunoten ni Dr. Moll a mabalin nga iti ospital ti nakaimpektaran ti dadduma a pasiente iti dayta a bacteria, ken kasta met ti napasamak iti dua ken ad-adu pay nga agtrabtrabaho iti ospital.",ilo_Latn,ham
"Iti uneg ti maysa a tawen, ti addaan sakit na a tao ket makaalis ti 10 agingga 15 a sabali a tattao.",ilo_Latn,ham
"Ngem ti porsiento ti XDR-TB nga adda ti entero a grupo ti tattao nga adda tuberkulosisna ket kasla nababa; 6,000 ti kabuuan a 330,000 a tattao ket adda impeksionna iti kaanuman a panawen idiay Abagatan Aprika.",ilo_Latn,ham
"Dagiti satellite, pada nga agdagsen ti surok 1,000 a libra, ken tumartaray ti mapatpatangan a 17,500 milia kada oras, ket nagdinnungpar 491 a milia ti ngato ti Lubong.",ilo_Latn,ham
Kuna dagiti sientista nga iti panagsabogna a maigapu ti panagdungpar ket napigsa.,ilo_Latn,ham
Padpadasenda pay la nga ammuen no kasano kadakkel ti pannakadungpar ken no kasano a maapektaran ti Daga.,ilo_Latn,ham
Sursuroten ti opisina ti United States Strategic Command ti U.S. Department of Defense ti debris.,ilo_Latn,ham
Maipaskilto maysa a publiko a website ti resulta ti panangamiris iti panagrukod.,ilo_Latn,ham
"Maysa a doktor a nagtrabaho iti Children's Hospital idiay Pittsburgh, Pennsylvania ti maidarum iti napakaro a pammapatay kalpasan a masarakan a natay ti nanangna  iti kargadera ti luganna idi Mierkoles, kinuna dagiti autoridad iti Ohio.",ilo_Latn,ham
"Ni Dr. Malar Balasubramanian, 29, ket nasarakan idiay Blue Ash, Ohio, maysa a lugar a 15 milia amianan ti Cincinnati a nakaidda idiay daga asideg ti kalsada a nakasuot ti T-shirt ken makin-uneg a bado nga addaan ti nalawag a kasasaad a nakatumar ti adu nga agas.",ilo_Latn,ham
Inturongna dagiti opisial iti nangisit nga Oldsmobile Intrigue a luganna a 500 kadapan ti kaadayona.,ilo_Latn,ham
"Sadiay, nasarakanda ti bagi ni Saroja Balasubramanian, 53, a naabbongan iti daradara nga ules.",ilo_Latn,ham
Kuna dagiti polis a ti bangkay ket mabalin maysa nga aldawen nga adda sadiay.,ilo_Latn,ham
Dagiti immuna a kaso ti sakit iti daytoy a tiempo ket naipadamag idi arinunos ti Hulio.,ilo_Latn,ham
"Adda ti sakit kadagiti baboy, nga umakar kadagiti tao babaen dagiti lamok.",ilo_Latn,ham
"Natignay ti gobierno nga Indian iti panagwaras ti sakit tapno mangisayangkatda kadagiti wagas  a panglapped kas iti panangibaon kadagiti agtiliw iti baboy kadagiti lugar a nakaro a naapektaran, ken nagibunongda iti rinibu a moskitero ken panagpasuyot a pestisidio.",ilo_Latn,ham
"Sumagmamano a milion a botelia ti bakuna nga encephalitis ti inkari pay ti gobierno, a mangntulong a mangisagana kadagiti ahensia ti salun-at para iti sumaruno a tawen.",ilo_Latn,ham
Nataktak dagiti plano a panangipatulod kadagiti bakuna a mapan kadagiti lugar a kaaduan iti naapektaran ita a tawen gapu ti panagkurang dagiti pondo ken nababa a panangiprioridad no maikompara kadagiti dadduma a saksakit.,ilo_Latn,ham
"Idi 1956, immakar ni Slania idiay Sweden, a no sadino a kalpasan ti tallo a tawen nangrugi nga agtrabaho isuna iti Swedish Post Office ket isu ti nagbalin a daulo a parakitikit.",ilo_Latn,ham
"Nakaaramid isuna ti ad-adu ngem 1,000 a selio para ti Sweden ken 28 a dadduma a nasion.",ilo_Latn,ham
Ti ubrana ket mapadpadayawan ti kalidad ken detalyena ken isuna ti maysa kadagiti manmano a “mapadpadayawan iti balbalay” kadagiti pilatelista. Dagiti dadduma ket mangkolkolektar kadagiti ubrana laeng.,ilo_Latn,ham
"Ti maika-1,000 nga stampna ket ti nakakaskasdaaw “Dadakkel a Nasayaat nga Aramid dagiti Ari ti Sweden” ni David Klӧcker Ehrenstrahl idi 2000, a nailista iti Guiness Book of World Records.",ilo_Latn,ham
"Nakumikom met isuna iti panagkitikit kadagiti papel de banko iti adu a pagilian, kadagiti nabiit pay a pakakitaan iti obrana, pakairamanan dagiti ladawan ti Prime Minister iti sango dagiti baro a papel a kuarta a $5 ken $100 ti Canada",ilo_Latn,ham
"Kalpasan a mapasamak ti aksidente, naipan ni Gibson iti maysa nga ospital ngem saan a nagbayag ket natay met laeng.",ilo_Latn,ham
"Ti nangiturong ti trak, nga agtawen ti 64, ket saan a nadangran iti panagdinnungpar.",ilo_Latn,ham
Nayadayo a mismo ti lugan iti eksena ti aksidente iti agarup 1200 GMT iti isu met la nga aldaw.,ilo_Latn,ham
Maysa a tao nga agtabtrabaho idiay maysa a garahe nga asideg idiay aksidente kinunana: “Adda ububbig nga agur-uray a makaballasiw idiay dalan ket aminda ket agririaw ken agsasangit.”,ilo_Latn,ham
Nagtarayda amin nga agsubli no sadino a napasamak ti aksidente.,ilo_Latn,ham
"Dagiti dadduma pay a napagsasaritaan maipanggep iti Bali ket pakairamanan ti pannakaisalakan dagiti nabatbati pay a kabakiran iti lubong, ken ti pannakaibinglay dagiti teknolohia tapno matulongan dagiti agdurdur-as a nasion a a dumur-as babaen kadagiti wagas a basbassit ti pulosion.",ilo_Latn,ham
Namnamaen met ti U. N. a mairingpas ti pondo a mangtulong kadagiti pagilian a naapektaran ti panagbara ti lubong tapno mabaeladan a sarangten dagiti epekto,ilo_Latn,ham
"Mabalin a maigato ti kuarta iti di malayus a balbalay, nasaysayaat a pannakamanehar ti danum, ken pannakapayad-adu ti mulmula.",ilo_Latn,ham
Insurat ni Fluke a dagiti kabaelan dagiti dadduma a tao a lemmesen dagiti babbai babaen ti panagsaoda panggep ti salun-at ti babbai ket saan a nagballigi.,ilo_Latn,ham
Nakadanon isuna iti daytoy a konklusion gapu iti kaadu dagiti positibo a komento ken pammaregta nga impatulod kenkuana ti agpada a babbai ken lallaki nga indibidual a mangidardarirag a ti panangagas babaen iti kontrasepsion ket maibilang a medikal a kasapulan.,ilo_Latn,ham
"Di nalpas iti panaglalaban kalpasan a naiyakar dagiti nasugata papan ti ospital, agarup 40 kadagiti nabatbati a nakakulong ket nagtalinaed idiay paraangan ken madi da kayat iti agsubli idiay selda da.",ilo_Latn,ham
"Pinadas dagiti negosiador a plastaren ti situasion, ngem dagiti kayat a mapasamak dagiti balud ket saan a nalawag.",ilo_Latn,ham
"Ti nagbaetan ti 10:00 ken 11:00 ti rabii (MDT), inrugi dagiti balud ti puor iti arubayan.",ilo_Latn,ham
"Saan a nabayag, sinerrek dagiti opisial nga addaan itiriot gear ti arubayan ket tiniliwda dagiti preso usar ti tear gas.",ilo_Latn,ham
Naiddep dagiti bumbero ti apoy ti 11:35 pm.,ilo_Latn,ham
"Kalpasan a naaramid ti dam idi 1963, nagsardeng dagiti layos a mangiwarwaras ti warang ti karayan.",ilo_Latn,ham
"Napateg dagitoy nga arinsaed iti pannakaaramid dagiti namuntuon a darat ken dagiti aplaya, a nagpaay a pagnaedan dagiti atap a nabiag.",ilo_Latn,ham
"Ti resultana, dua a klase ti ikan ti nagpukawen, ken dua pay a sabali ti nagbalin a delikado nga agpukaw, pakairamanan ti humpback chub.",ilo_Latn,ham
"Uray no ti kaadalem ti danum ket ngumato ti mano a kadapan kalpasan ti layos, dagiti opisiales ket mangnamnama a maisubli dagiti naiyanod a buntuon ti darat idiay baba ti waig.",ilo_Latn,ham
"Awan ti nairuar a pakdaar ti tsunami, ken segun iti ahensia ti geophyisics ti Jakarta, awan ti pakdaar ti tsunami a mairuar gapu ta saan a nadanon ti ginggined ti 6.5 magnitude.",ilo_Latn,ham
"Uray ti kinaawan ti pakdaar ti tsunami, dagiti residente ket nangrugi a nagbuteng ket inbatida dagiti negosio ken balbalayda.",ilo_Latn,ham
"Uray no makasangsangit ni Winfrey idi agpakada, inlawlawagna kadagiti tagasuportana nga agsublinto isuna.",ilo_Latn,ham
“Saan a panagpakada daytoy. Panangserra daytoy iti maysa a kapitulo ken panaglukat ti maysa a kabarbaro.”,ilo_Latn,ham
"Ipakita dagiti maudi a resulta ti eleksion a para presidente ken para parliamentario idiay Namibia a ti agdama a presidente a ni Hifikepunye Pohamba, ti nangabak manen a presidente gapu ta layus ti botosna.",ilo_Latn,ham
