text,language,label
Ang standard nga 802.11n kay nagalihok sa parehas nga 2.4Ghz ug 5.0Ghz nga frequency.,ceb_Latn,ham
"Pinaagi niini, balit-ad nga makauyon sa 802.11a, 802.11b ug 802.11g, kon ang base station adunay duha ka radyo.",ceb_Latn,ham
Ang mga kakusog sa 802.11n kay labing paspas kaysa sa mga gisundan niini nga adunay kinadak-an nga theoretical throughput nga 600Mbit/s.,ceb_Latn,ham
"Si Duvall, kinsa minyo ug adunay duha ka hamtong nga anak, wala nakahatag og dakong epekto kang Miller, nga gisultihan sa istorya.",ceb_Latn,ham
"Sa dihang gipangayuan og komento, si Miller nagkanayon, ""Tabian kaayo si Mike panahon sa husay...nangandam ko maong wala kaayo ko kapaminaw sa iyang gisulti.""",ceb_Latn,ham
"""Tinguhaon namong makunhoran ang mga binugang carbon dioxide matag yunit sa GDP sa dakong proporsiyon sa tuig 2020 gikan sa 2005 nga lebel,"" matud ni Hu.",ceb_Latn,ham
"Wala siya mitakda og numero alang sa mga pagkunhod, nagkanayon nga himuon kini base sa ekonomikanhong abot sa Tsina.",ceb_Latn,ham
"Giawhag ni Hu ang mga ugmad nga kanasoran ""nga molikay sa daang pamaagi nga maghugaw una ug manglimpyo sa ulahi.""",ceb_Latn,ham
"Siya midugang nga ""dili sila dapat, apan, nga hangyuong modawat sa mga obligasyong lapas sa ilang yugto sa pag-ugmad, responsibilidad ug mga kapabilidad.""",ceb_Latn,ham
Gipresentar sa Iraq Study Group ang taho niini sa 12.00 GMT karong adlawa.,ceb_Latn,ham
"Nagpahimangno kini nga Walay bisan kinsa ang makagarantiya nga ang bisan unsang kalihokan sa Iraq niining puntoha mag-undang sa sektaryanhong pakiggubat, nagatubong kabangisan, o pagdahili ngadto sa kagubot.",ceb_Latn,ham
Ang Taho nagsugod sa pangamuyo alang sa abli nga panaglantugi ug ang pagporma sa panag-uyon sa Estados Unidos mahitungod sa polisiya ngadto sa Tungang Sidlakan.,ceb_Latn,ham
Kritikal ang Report sa halos tanang aspeto sa polisiya karon sa Executive ngadto Iraq ug nag-awhag kini og diha-dihang kausaban sa direksyon.,ceb_Latn,ham
Una sa 78 ka rekomendasyon niini mao nga ang usa ka bag-ong inisyatibo sa diplomatiko kinahanglan pagabuhaton sa dili pa matapos ning tuiga aron mapanalipdan ang mga utlanan sa Iraq batok sa mga mabatokong pagpanghilabot ug aron mapalig-on usab ang mga diplomatikong relasyon sa mga silingan niini.,ceb_Latn,ham
"Ang kasamtangang senador ug Unang Ginang sa Argentin nga si Cristina Fernandez de Kirchner nagpahibalo sa iyang kandidatura sa pagkapresidente kagahapon sa gabii sa La Plata, usa ka siyudad nga 50 kilometro (31 milya) ang layo gikan sa Buenos Aires.",ceb_Latn,ham
"Si Gng. Kirchner nagpahibalo sa iyang intensyon nga modagan sa pagka-presidente sa Argentine Theatre, ang parehas nga lokasyon nga iyang gigamit sa pagsugod sa iyang kampanya kaniadtong 2005 para sa Senado isip miyembro sa delegasyon sa lalawigan sa Buenos Aires.",ceb_Latn,ham
"Ang lantugi kay gisugnuran og kontrobersiya sa paggasto sa relief ug rekonstruksyon sa pagkahuman ni Hurricane Katrina, nga ginganlan ug ""Bag-o nga Deal sa New Orleans ni Bush"" sa ubang konserbatibong piskal.",ceb_Latn,ham
Ang matugtanong pagsaway sa pagpaningkamot sa rekonstruksyon nakatutok sa pagganti sa mga kontrata sa rekonstruksyon ngadto sa mga gituhoang mga tagasulod sa Washington.,ceb_Latn,ham
Kapin sa upat ka milyong mga tawo ang nangadto sa Roma aron motambong sa lubong.,ceb_Latn,ham
Ang ihap sa mga tawo nga naa didto daghan kaayo maong dili mahimo alang sa tanan nga makaadto sa lubong sa St. Peter's Square.,ceb_Latn,ham
Daghang mga dagkong screen sa telebisyon ang gitaud sa lainlaing mga lugar sa Roma aron makita sa mga tawo ang seremonya.,ceb_Latn,ham
"Sa daghang ubang lungsod sa Italy ug sa uban pang bahin sa kalibutan, labi na sa Poland, parehas nga mga pagplastar ang gibuhat, nga gitan-aw sa daghang mga tao.",ceb_Latn,ham
"Gisaway sa mga historyano ang mga nangaging palisiya sa FBI tungod sa pagtutok sa mga kahinguhaan sa mga kaso nga dali masulbad, labi na ang mga kaso sa kinawat nga awto, nga adunay katuyoan nga mapataas ang rate sa kalampusan sa ahensya.",ceb_Latn,ham
Gisugdan og pondo sa Kongreso ang inisiyatibong law-ay sa piskal 2005 ug nibungat nga mugahin dapat ang FBI og napulo ka ahente sa hamtong nga pornograpiya.,ceb_Latn,ham
"Si Robin Uthappa ang adunay kinatas-ang puntos sa mga inning, 70 ka dagan sa 41 lamang ka bola pinaagi sa pag-igo sa 11 nga upat ug 2 ka unom.",ceb_Latn,ham
"Sila Sachin Tendulkar ug Rahul Dravid nga maong mga tighapak og bola sa tungatunga nga han-ay, kay midula og tarong ug mibuhat og hundred-run partnership.",ceb_Latn,ham
"Apan, pagkahuman nga nawala ang wicket sa kapitan, ang India nakakuha lang og 36 ka dagan ug pildi og 7 ka wiket sa paghuman sa mga inning.",ceb_Latn,ham
"Ang Presidente sa Estados Unidos nga si George W. Bush kay miabot sa Singapore sa buntag sa Nobyembre 16, ang pagsugod sa usa ka semanang paglibot sa Asya.",ceb_Latn,ham
Gisugat siya sa Deputy Prime Minister sa Singapore nga si Wong Kan Seng ug gihisgutan ang mga isyu sa komersyo ug terorismo uban sa Prime Minister sa Singapore nga si Lee Hsien Loong.,ceb_Latn,ham
"Pagkahuman sa usa ka semana nga kapildihan sa midterm nga piliay, gisultihan ni Bush ang tigpamati mahitungod sa pagpadako sa komersyo sa Asya.",ceb_Latn,ham
"Niuyon ang Punong Ministro nga si Stephen Harper nga ipadala ang 'Balaud sa Limpyong Hangin"" sa gobyerno sa komite nga mogikan sa tanang partido aron kini marebyu, sa wala pa ang ikaduhang pagbasa niini, inig human sa 25 minuto nga miting sa Martes kauban ang lider sa NDP nga si Jack Layton sa PMO.",ceb_Latn,ham
"Naghangyo si Layton og kausaban sa kinaiyahang balaodnon sa mga konserbatibo atol sa panagtigom samtang kauban ang PM, naghangyo sa ""hingpit ug kompletong pag-usab sa pagsulat og usab"" sa kinaiyahang balaodnon sa Konserbatibong partido.",ceb_Latn,ham
"Sukad nga nisulod ang Pederal nga Kagamhanan aron mobanos sa pondo sa Mersey hospital sa Devonport, Tasmania, gisaway kini nga aksiyon sa lokal nga kagamhanan ug ubang pederal nga mga Miyembro sa Parliyamento isip usa ka pasiunang kabuang sa nasodnong eleksyon nga pagahimuon sa Nobyembre.",ceb_Latn,ham
"Apan giingon ni Punong Ministro John Howard nga ang balaod kay aron lang mapanalipdan ang mga pasilidad sa ospital gikan sa pagpa-downgrade sa gobyerno sa Tasmanian, sa paghatag og dugang AUD$45 milyon.",ceb_Latn,ham
"Sumala sa pinaka-ulahing pahibalo, ang mga pagbasa sa lebel sa dagat nagpakita nga ang tsunami namigna. Adunay ubang klaro nga kalihokan sa tsunami nga natala duol sa Pago Pago ug Niue.",ceb_Latn,ham
"Walay nataho nga grabeng kadaot o nangaangol sa Tonga, apan temporaryong nawala ang kuryente, nga gikatahong nagpugong sa mga awtoridad sa Tonga sa pagdawat og pahimangno sa tsunami nga gipagawas sa PTWC.",ceb_Latn,ham
Gisirad-an tibuok Miyerkules ang katorse ka eskuylahan sa Hawaii nga anaa o duol sa mga baybayon bisan pa sa paglibkas sa mga pasidaan.,ceb_Latn,ham
Gihangop sa Presidente sa Estados Unidos nga si George W. Bush ang anunsyo.,ceb_Latn,ham
"Gitawag sa tigpamaba ni Bush nga si Gordon Johndroe ang saad sa Amihanang Korea nga ""usa ka dakong lakang padulong sa pag-abot sa mapamatud-ang pag-denuclearize sa peninsula sa Korea.""",ceb_Latn,ham
"Ang ikanapulong ginganlan nga bagyo sa panahon sa Atlantic Hurricane, Subtropical Storm Jerry, nga naporma sa Dagat Atlantiko karon.",ceb_Latn,ham
"Ang National Hurricane Center (NHC) nag-ingon nga sa kini nga punto, si Jerry walay hulga sa yuta.",ceb_Latn,ham
Gibanabana sa U.S. Corps of Engineers nga ang 6 pulgadang ulan ang mahimo nga pagbungkag sa mga kaniadtong nadaot nga pilapil.,ceb_Latn,ham
"Ang Ninth Ward, nga nakasuway og ingon ka taas sa 20 ka pye nga pagbaha sa panahon sa Hurricane Katrina, sa pagkakaron kay kutob hawak ang tubig tungod milabaw ang tubig sa duol nga pilapil.",ceb_Latn,ham
Nag-agay ang tubig sa ibabaw sa diki sa usa ka seksyon nga 100 ka tiil ang gilapdon.,ceb_Latn,ham
Ang Administrator sa Commons nga si Adam Cuerden mipahayag sa iyang kahigawad sa pagtangtang katong nakig-istorya siya sa Wikinews sa miaging buwan.,ceb_Latn,ham
"""Sa ato pa, sa sinugdan pa namakak na siya [Wales] kanato. Una, pinaagi sa pagpakita nga daw alang kini sa ligal nga mga rason. Ikaduha, pinaagi sa pagpakaaron-ingnon nga nagapamati siya kanato, hangtod sa iyang pagtangtang sa arte.""",ceb_Latn,ham
Ang pagkasuko sa komunidad misangpot sa kasamtangang paningkamot sa paghimo og polisiya bahin sa sekswal nga content sa site nga naga-host sa milyones ka openly-licensed nga media.,ceb_Latn,ham
"Ang trabaho nga nahimo kasagaran teoretikal, apan ang programa gisulat aron makopya ang mga obserbasyon nga nahimo sa Sagittarius galaxy.",ceb_Latn,ham
Ang epekto nga gipangita sa kuponan mao ang mamahimong hinungdan pinaagi sa mga dagkong balod taliwala sa ngitngit nga butang sa galaksiya ug ngitngit nga butang sa Milky Way.,ceb_Latn,ham
"Sama sa paglimbasog sa bulan pagbira sa yuta nga hinungdan sa pagbaha, ingon usab ang Milky Way naggamit og pwersa sa galaksiya sa Sagittarius.",ceb_Latn,ham
Ang mga siyentista nakahimo og konklusyon nga ang dark matter makaapekto sa laing dark matter sa parehas nga pamaagi sama sa pag-apekto sa regular matter.,ceb_Latn,ham
"Kini nga teyorya nagaingon nga ang pinakangitngit nga butang kay anaa libot sa usa ka galaksiya nga nahisama sa daw-korona, ug gihimo kini sa daghang gagmay nga partikulo.",ceb_Latn,ham
Ang mga taho sa telebisyon kay nagpakita og puti nga asu gikan sa planta.,ceb_Latn,ham
"Nagpasidaan ang mga lokal nga awtoridad sa mga residente duol sa mga planta nga magpuyo sulod sa balay, magpawong sa mga air conditioner ug dili sa mag-inom og tubig sa gripo.",ceb_Latn,ham
"Sigon sa nukleyar nga ahensya sa Japan, nailhan ang radioactive caesium ug iodine didto sa planta.",ceb_Latn,ham
Ang mga awtoridad nangagpas nga kini nagpaila nga ang mga sudlanan nga naghupot sa uranium fuel sa lugar tingali naguba ug nagtulo.,ceb_Latn,ham
Nadiskubre ni Doktor Tony Moll ang Extremely Drug Resistant Tuberculosis (XDR-TB) sa rehiyon sa KwaZulu-Natal sa Habagatang Africa.,ceb_Latn,ham
"Sa usa ka interbiyo, giingon niya nga ang bag-ong klase kay ""grabe nga makabalaka ug maka-alarma tungod sa grabe kataas sa gidaghanon sa namatay.""",ceb_Latn,ham
"Gihunahuna ni Dr. Moll nga ang pipila ka mga pasyente natakdan sa insekto sa ospital, ug labing menos duha niini ang mga kawani sa panglawas sa ospital.",ceb_Latn,ham
"Sa usa ka tuig, ang usa ka nataptan nga tawo mahimong makatakod og 10 hangtod 15 ka duol nga kontak.",ceb_Latn,ham
"Apan, ang porsyento sa XDR-TB sa enterong grupo sa mga tawong adunay tuberculosis mura og ubos gihapon; 6,000 sa kinatibuk-ang 330,000 nga mga tawong natakdan sa bisan unsang partikular nga higayon sa Habagatang Africa.",ceb_Latn,ham
"Ang mga satelayt nga parehas adunay gibug-aton nga sobra sa 1,000 ka libras, ug nagbiyahe nga gibanabana sa 17,500 kilometros matag oras, nagbangga sa 491 ka milya sa ibabaw sa Yuta.",ceb_Latn,ham
Miingon ang mga siyentista nga hilabihan kakusog ang pagbuto tungod sa panagbangga.,ceb_Latn,ham
Ginasulayan pa nilang mahibaloan kon unsa kadako ang paghagsa ug kon unsa ang epekto niini sa Kalibutan.,ceb_Latn,ham
Ang United States Strategic Command sa opisina sa Departamento sa Depensa sa Estados Unidos ang nagsubay sa mga tinumpag.,ceb_Latn,ham
Imantala sa pampublikong website ang resulta sa pagtuki sa paglaraw.,ceb_Latn,ham
"Ang doktor nga nagtrabaho sa Children's Hospital of Pittsburgh, Pennsylvania kay pasakaan og kasong aggravated murder human makit-i ang patayng lawas sa iyang inahan sa likod sa iyang sakyanan sa Miyerkules, ingon sa mga awtoridad sa Ohio.",ceb_Latn,ham
"Si Dr. Malar Balasubramanian, 29, kay nakit-an sa Blue Ash, Ohio, usa ka sikbit-sa-siyudad nga mga 16 ka milya sa amihanan sa Cincinnati, nga naghigda sa yuta kilid sa dalan ug nagsuot og T-shirt ug sapot nga dayag nga grabe nga gitambalan ang kondisyon.",ceb_Latn,ham
Iyang gitultolan ang mga opisyal nga nahimutang mga 500 ka piye ang gilay-on sa iyang itom nga Oldsmobile Intrigue.,ceb_Latn,ham
"Diha, nakit-an nila ang lawas ni Saroja Balasubramanian, 53, nga gitabonan sa mga habol nga may mantsang dugo.",ceb_Latn,ham
Ang pulis miingon nga migawas nga ang lawas anaa na didto mga usa ka adlaw na.,ceb_Latn,ham
Nataho ang unang mga kaso sa sakit niining panahuna sa uwahing bahin sa Hulyo.,ceb_Latn,ham
Ang sakit gidala sa mga baboy nga unya mobalhin sa mga tawo pinaagi sa mga lamok.,ceb_Latn,ham
"Ang pagkatap mao ang nag-aghat sa gobyerno sa India nga magpatuman sa ingong mga lakang sa pagpahawa sa mga mananakop og baboy sa mga grabeng naapektuhan nga lugar, pagpanghatag og linibong moskitero ug pag-espri og pamatay sa dangan.",ceb_Latn,ham
"Minilyon ka vial sa bakuna sa encephalitis ang gisaad usab sa gobyerno, nga makatabang sa pagpangandam sa mga ahensya sa panglawas alang sa sunod tuig.",ceb_Latn,ham
Ang mga plano alang sa mga bakuna nga ihatod sa labing makasaysayang apektadong mga lugar karong tuiga kay nalangan tungod sa kakulang sa mga pondo ug sa ubos nga unang pagtagad kalabot sa ubang mga sakit.,ceb_Latn,ham
"Sa 1956 nibalhin si Slania ngadto sa Sweden, diin human sa tulo ka tuig, nagsugod siya og trabaho alang sa Swedish Post Office ug nahimo siyang pangunang tigkulit/chief engraver.",ceb_Latn,ham
"Nakagama siya og sobra sa 1,000 ka selyo alang sa Sweden ug sa 28 ka laing mga nasod.",ceb_Latn,ham
"Ang iyang trabaho kay nailhan nga kalidad ug detalyado nga usa siya sa pila kaayo nga ""mga pamilyar nga ngalan"" taliwala sa mga pilatelista. Ang uban nahimo usab nga espesyalista sa pagkolekta sa iyang hinimo lang.",ceb_Latn,ham
"Ang iyang ika-1,000 nga selyo mao ang matahom nga ""Great Deeds by Swedish Kings"" ni David Klöcker Ehrenstrahl sa 2000, nga nalista sa Guinness Book of World Records.",ceb_Latn,ham
"Nakigbahin usab siya sa pagkulit sa mga kuwarta alang sa daghang mga nasod, bag-ohay nga mga pananglitan sa iyang trabaho lakip ang hulagway sa Punong Ministro sa atubang sa bag-ong $5 ug $100 nga kwartang papel sa Canada.",ceb_Latn,ham
"Pagkahuman sa nahitabong aksidente, gidala si Gibson sa ospital apan namatay gihapon siya sa wala madugay.",ceb_Latn,ham
"Ang drayber sa trak, kinsa nagpangidaron og 64, wala maunsa sa bangga.",ceb_Latn,ham
Ang sakyanan kay gikuha sa lugar sa aksidente mga 1200 GMT sa samang adlawa.,ceb_Latn,ham
"Ang tawo nga nagtrabaho sa garahe nga duol diin ang aksidente nahitabo miingon: ""Adunay mga bata nga naghulat aron motabok sa dalan ug silang tanan nagsiyagit ug nanghilak.""",ceb_Latn,ham
Nidalagan sila tanan balik sa kon diin nahitabo ang aksidente.,ceb_Latn,ham
"Ang uban pang mga ulohan sa hilisgotan sa Bali naglakip sa pagsalbar sa nahabilin nga mga kalasangan sa kalibutan, ug pagpaambit sa mga teknolohiya aron matabangan ang mga nagakaugmad nga nasod nga molambo sa mga paaging menos ang polusyon.",ceb_Latn,ham
Naglaum usab ang H.K. (Hiniusang Kanasoran) matapos na ang pondo aron ipangtabang sa mga nasod nga apektado sa pag-init sa yuta aron masagubang ang mga epekto niini.,ceb_Latn,ham
"Ang salapi mahimong maadto sa mga balay nga dili mabahaan, adunay mas maayong pagdumala sa tubig, ug nagkadaiyang tanum.",ceb_Latn,ham
Gisulat si Fluke nga ang mga paningkamot sa uban nga pahilumon ang mga kababayen-an sa pagsulti bahin sa panglawas sa kababayen-an kay wala nagmalampuson.,ceb_Latn,ham
Miabot siya ani nga konklusyon tungod sa daghang positibong mga komento ug pagdasig nga gipadala sa iya sa mga babaye ug lalaking indibidwal nga nag-awhag nga ang kontraseptibong mga tambal kay makonsiderar nga usa ka medikal nga panginahanglan.,ceb_Latn,ham
"Kon kanus-a naundang ang away kahuman gidala ang mga samaran sa ospital, mga 40 sa uban nga mga nabiling piniriso ang nagpabilin sa nataran ug nagdumili nga mobalik sa ilang mga bilangguan.",ceb_Latn,ham
"Ang mga negosyador misulay nga tul-iron ang sitwasyon, apan ang mga hangyo sa mga binilanggo dili klaro.",ceb_Latn,ham
"Tali sa alas 10:00 hangtod 11:00 sa gabii MDT, adunay sunog nga gisugdan sa mga piniriso sa nataran.",ceb_Latn,ham
"Wala madugay, ang mga opisyal nga nasangkapan sa gamit sa riot misulod sa nataran ug nakorner ang mga piniriso gamit ang tear gas.",ceb_Latn,ham
"Sa ulahi, napalong sa mga kabumberohan ang sunog hapit mga alas 11:35 sa gabii.",ceb_Latn,ham
"Human matukod ang dam sa 1963, nahunong na mga pagbaha nga panahon nga nagakatag og sa mga linugdang sa tibuok sapa.",ceb_Latn,ham
"Gikinahanglan kini nga linugdang alang sa paghimo og mga balas ug baybayon, nga nagsilbing mga puloy-anan sa ihalas nga mananap.",ceb_Latn,ham
"Tungod niana, duha ka mga espisye sa isda ang napuo ug duha pa ang nameligro apil na ang humpback chub.",ceb_Latn,ham
"Bisan kon ang lebel sa tubig mosaka ra og pipila ka piye human sa pagbaha, nagalaom ang mga opisyal nga maigo na kini aron mabalik ang nakankan nga mga nagbungdong balas sa ubos.",ceb_Latn,ham
"Walay giisyu nga pasidaan sa tsunami, ug matod pa sa ahensya sa geophysics sa Jakarta, walay ihatag nga pasidaan tungod kay wala makaabot ang linog sa gikusgon nga 6.5 nga rekisitos.",ceb_Latn,ham
"Bisan pa walay hulga sa tsunami, ang mga residente nagsugod og kalisang ug nagsugod sa pagbiya sa ilang mga negosyo ug mga balay.",ceb_Latn,ham
"Nihilak man si Winfrey sa iyang pagpanamilit, giklaro niya sa iyang mga fan nga mobalik siya.",ceb_Latn,ham
"""Dili kini panamilit. Mao kini ang pagsirado sa usa ka anib ug ang pag-abli sa bag-o.""",ceb_Latn,ham
Gipakita sa katapusang resulta sa mga eleksiyon sa pagkapresidente ug parliamentaryo didto sa Namibia nga midaog pag-usab ang nagapamunong presidente nga si Hifikepunye Pohamba nga dako ang labaw.,ceb_Latn,ham
